tic_id,sector,candidate_id,period_days,duration_days,depth_fraction,depth_ppm,snr,local_snr,sde,n_transits,n_full_transits,n_in_transit_points,fit_period_days,fit_period_err_days,fit_epoch_err_days,fit_duration_days,fit_duration_err_days,fit_depth_fraction,fit_depth_err_fraction,fit_depth_ppm,fit_depth_err_ppm,fit_rp_over_rstar,fit_rp_earth,fit_stellar_radius_rsun,fit_snr,fit_n_in_transit_points,fit_n_events,fit_n_good_events,fit_event_depth_scatter_ppm,vet_odd_depth_ppm,vet_even_depth_ppm,vet_odd_even_sigma,vet_odd_even_depth_diff_ppm,vet_secondary_depth_ppm,vet_secondary_sigma,vet_secondary_phase,vet_secondary_to_primary_ratio,vet_centroid_shift_pix,vet_centroid_shift_sigma,vet_crowdsap,vet_flfrcsap,vet_crowding_risk,vet_corrected_depth_ppm,vet_v_shape_score,vet_transit_asymmetry,vet_out_of_transit_rms_ppm,vet_red_noise_proxy,vet_harmonic_risk,vet_data_quality_score,class_confidence,class_planet_score,class_eb_score,class_blend_score,class_stellar_variability_score,class_systematic_score,label
880300022,66,1,6.821328256817768,1.4212815885399248,0.0012382578619392077,1238.2578619392077,6.5571629274533585,5.6136951703194065,3.26345335496312,3,3,150,6.826268154048267,0.0005634216518016115,0.0027434582488652963,1.3549418448972237,0.06726077584567065,0.0012382578619392077,0.00018884049026064338,1245.8591982368503,188.84049026064338,0.03518888833053991,3.8426266056949583,1.0,5.6136951703194065,150,3,3,236.01574204847924,1417.8970014350864,1156.228630907398,1.933538858658112,143.6531815859022,59.576398316943845,1.1380199278515977,0.5131230677350319,0.04811307898634505,0.0005723797261244098,1.7899554363754686,0.853086080701245,1.0,0.14691391929875497,1451.5040040523786,0.2938409770805837,0.06664586843780647,390.5350022501134,0.2837390327130726,0.0,0.8206233074530351,0.2877241796285127,0.0,0.22732927397016817,0.22433166211905017,0.2877241796285127,0.0,STELLAR_VARIABILITY
880600010,14,1,8.387845217073624,0.10355576553423157,0.003560873064417003,3560.873064417003,7.004564338590409,5.991472260721487,5.319408902766114,3,3,174,8.386476026973433,0.0008144095345155107,0.009250321964924042,0.09878121287036619,0.01761676468167542,0.003560873064417003,0.0005083646737026887,3573.1226738634623,508.3646737026887,0.05967305140863004,6.5162972138224005,1.0,5.991472260721487,174,3,3,666.7939941230047,3283.50204306013,4161.173586437067,0.46014486966987933,98.31104832822875,202.57986651032212,0.0,0.5433330693922571,0.05689050489742439,0.0022082209397443447,2.9479792627121713,0.561470411743175,0.9289277465484661,0.438529588256825,6342.049358151752,0.5445492906866792,0.15911330873061194,420.3352225042472,0.21467111030172986,0.1875234883397785,0.5043120300956268,0.38996949281553184,0.0,0.04300306042723618,0.38996949281553184,0.1858002769744905,0.16822363401485416,UNCERTAIN_TRANSIT_LIKE_SIGNAL
880300003,44,1,7.397034744522067,0.6959965186862755,0.0049593990543074975,4959.399054307498,15.84795060212005,14.993202686240664,7.46427510972738,2,1,112,7.3937865644795675,0.0005390080934089184,0.014141119342964557,0.6840445790513641,0.06835307825168344,0.0049593990543074975,0.00031293630191174727,5405.179990540428,312.9363019117473,0.07042300088967736,,,14.993202686240664,112,2,2,1093.083320515621,5465.708193480795,5848.615724854956,1.4063015787018742,418.46464316911295,121.1405484958733,0.5462183135668981,0.5203389106938637,0.024426457151226093,0.0006030631731105732,1.2295096764626319,1.0,0.8811248951852821,0.0,4959.399054307498,0.23468663883150664,0.14510419340280456,304.24883746163687,0.4529012330415746,0.11804175314261525,0.8509167068490444,0.6838609564347355,0.6838609564347355,0.0814271660345833,0.03817632819259009,0.40659435754137996,0.04577428315376144,STELLAR_VARIABILITY
880400040,5,1,7.642746659833591,0.1712283482018718,0.0010891731091855657,1089.1731091855656,2.146874353848894,3.2904586266155658,6.527642022010026,3,3,52,7.644166244656627,0.0029511365146043388,0.008843886126979842,0.18737359655289684,0.012007440089787642,0.0010891731091855657,0.0005073296940889472,1070.880734972983,507.3296940889472,0.03300262276222248,3.6038864056346953,1.0,3.2904586266155658,52,3,2,126.74941636152866,1115.4333878269906,1277.0454764736348,2.5850913220054856,168.93671716304033,0.719388618765954,0.33488665296261666,0.5476336925291307,0.0006604906168716194,0.0003738020431363043,3.8636276276440187,0.9587451768306041,0.950321547776845,0.04125482316939588,1136.0402487615395,0.41052811093567565,0.06271199464658009,362.2216487498138,0.7454670866324746,0.10685497363991021,0.2377082805431261,0.7397990015382246,0.0,0.19673974642343933,0.25610238332170193,0.6653985377632335,0.7397990015382246,INSTRUMENTAL_OR_LOW_QUALITY_SYSTEMATIC
880000007,33,1,5.57745526408957,0.19589493978790207,0.0016614779031906895,1661.4779031906896,12.075014780814167,12.800903519476837,12.115742771874576,4,3,68,5.564890066340257,0.0007498422742496807,0.006232967259497032,0.1992656514260897,0.005633347439184936,0.0016614779031906895,0.00013759634529231303,1638.2882959162903,137.59634529231303,0.04076123039348407,4.451126358968461,1.0,12.800903519476837,68,4,3,309.94694523585406,1373.539872900218,1505.6138359354259,0.9520545556384493,94.90905640951887,0.3380470606485073,0.35958138678177776,0.5730970599444577,0.0002034616650629685,8.241145606401329e-05,0.05847347522234614,0.8597058920075569,0.9686558830058394,0.14029410799244313,1932.611976534046,0.7565665729528761,0.14347479014241604,340.5043849345041,0.07288668000296025,0.0815678750951904,1.0,0.45818553860626465,0.45818553860626465,0.16780914061070473,0.03155134325108542,0.10813754737829938,0.08285850472129674,PLANETARY_TRANSIT_CANDIDATE
880300034,46,1,12.600383541237669,1.5,0.0015610923640036588,1561.092364003659,8.274635841828577,7.761307155842392,7.355599778649287,2,1,28,12.602553225898458,0.006184928913997387,0.008922697041185325,1.4998352512182274,0.04902577117204917,0.0015610923640036588,0.00018865994756074724,1518.676710987425,188.65994756074727,0.03951066139668708,4.31456422451823,1.0,7.761307155842392,28,2,2,192.28201855050355,1528.8569313373812,1654.5347146435126,0.5235761786796427,49.041046470660326,65.3532863328218,1.1946051681780505,0.503546373647001,0.04186381782383032,0.0013652183043242681,1.410812144498581,0.9038721861326078,0.9608158497198411,0.09612781386739222,1727.116275900794,0.18054224870128466,0.10525058308151522,473.3326621490894,0.29641312487966637,0.007813870379538929,0.7566598429079081,0.36072469508337746,0.3175820704605396,0.1754777818375282,0.08504050707082644,0.36072469508337746,0.018481596151900894,STELLAR_VARIABILITY
880200017,45,1,8.339563667218178,0.20294538714831512,0.006155269769012383,6155.269769012383,18.89151791908799,18.682246072352598,9.333702958502418,3,2,171,8.331446756815332,0.0011763113398418849,0.007816991000954492,0.22249860871049965,0.029939329314772545,0.006155269769012383,0.0003258218738893977,6207.659210380982,325.8218738893977,0.07845552733244729,8.567343584703243,1.0,18.682246072352598,171,3,2,1505.6627218683295,6255.592589210234,5974.041861185854,1.5492163290938068,572.1506661678868,444.9401775745144,0.1555223151724232,0.4273466157742578,0.07228605638285539,0.028884553979688986,3.5922527065834715,0.88,0.9003510638390548,0.12,6994.624737514072,0.7861522963395927,0.10507112081582999,383.5581820106834,0.029087944120038012,0.0,0.7948207655672772,0.8527297862951745,0.8527297862951745,0.1771772029594178,0.4172233046144257,0.017214863987457203,0.10293970178458513,BLEND_OR_CONTAMINATED_SIGNAL
880100031,51,1,7.812928747294608,0.16518438855291448,0.03410910166026051,34109.10166026051,32.370708780323994,33.16030294696242,12.540173455161483,2,1,30,7.7980832533449735,0.0019079571196200383,0.00823688895002278,0.16032154521610006,0.02557737333638392,0.03410910166026051,0.001053702651113811,33342.37336720145,1053.7026511138108,0.18468649560880326,20.167765320481315,1.0,33.16030294696242,30,2,2,3018.207943786369,34582.50978036569,35946.80494619783,3.3193903285040114,6793.285329901731,14184.455295363623,10.657258750402411,0.5095115730787811,0.4158554346181889,0.000690520742702521,1.2808061252096328,0.8125236390732093,0.9128889531615998,0.18747636092679065,41979.2114592093,0.31454802255543995,0.018219888281676283,1305.9528558573102,0.1503293889205029,0.2855211570568908,1.0,1.0,1.0,1.0,0.21235654877954377,0.07245134777713322,0.0,ECLIPSING_BINARY
880400017,49,1,7.953148787394457,0.21311261603727089,0.0007171582956949774,717.1582956949774,6.536482718851376,6.655787743696329,3.989923780853726,3,2,64,7.933152306666722,0.000779902897606591,0.002802755444063829,0.2188123654312984,0.018026631837873258,0.0007171582956949774,0.00010971623831065526,690.8944160851518,109.71623831065526,0.02677981134539557,,,6.655787743696329,64,3,3,67.25100383168356,782.3849745727757,759.3841163342389,0.5990627692880568,25.777370078216173,4.37499510362745,3.251926500608672,0.503190008256468,0.006100459452104321,0.00047118939414189697,3.1014703458562702,0.8486829123589222,1.0,0.15131708764107776,845.0250208309592,0.6606536716720393,0.19776915423262736,511.5155897488452,0.7484675635549269,0.047996878530637284,0.30218383920310404,0.5221376481646345,0.15199789781917605,0.3411173318133791,0.30413387272929676,0.5221376481646345,0.28990864221940066,INSTRUMENTAL_OR_LOW_QUALITY_SYSTEMATIC
880100029,63,1,5.6505723751618175,0.18573671051371807,0.02283876952463688,22838.769524636882,24.641510772068425,24.224106687062413,7.603126810806549,3,2,93,5.647362646050446,0.0007989210806015756,0.004390373745398078,0.18154153995560313,0.02842031754506891,0.02283876952463688,0.0009268412856619577,21566.907432118805,926.8412856619578,0.15112501290202388,16.50285140890101,1.0,24.224106687062413,93,3,2,554.4534721580499,22011.779973821263,26827.16831827898,3.275769528648092,4488.87271683733,12678.105889976663,11.861940878952662,0.5727769499303684,0.5551133512819244,0.0013387946433914017,1.7607802432178312,0.7781549628853464,0.9734944549088757,0.22184503711465364,29349.898945516274,0.2919802544972593,0.10526628156530866,959.6161267415592,0.06173138417153276,0.3093109772343698,0.793122919359682,1.0,0.9172905886394622,1.0,0.12043932600149009,0.05249837212497484,0.010086658852479525,ECLIPSING_BINARY
